0;1;0;0;1;1714562976;
0;0;0;0;0;1714563066;
0;1;0;0;0;1714563097;
0;0;0;1;0;1714563120;
0;0;0;1;0;1715522128;
0;0;0;1;0;1715522162;
0;0;0;1;0;1715522175;
0;0;0;1;0;1715522183;
0;0;0;1;0;1715522193;
0;0;0;1;0;1715522203;
0;0;0;1;0;1715522222;
0;0;0;1;0;1715522230;
0;0;0;1;0;1715522230;
0;0;0;1;0;1715522242;
0;0;0;1;0;1715522249;
0;0;0;1;0;1715522258;
0;0;0;1;0;1715522265;
0;0;0;1;0;1715522274;
0;0;0;1;0;1715522283;
0;0;0;1;0;1715522291;
0;0;0;1;0;1715522298;
0;0;0;1;0;1715522305;
0;0;0;1;0;1715522312;
0;0;0;1;0;1715522319;
0;0;0;1;0;1715522327;
0;0;0;1;0;1715522335;
0;0;0;1;0;1715522341;
0;0;0;1;0;1715522348;
0;0;0;1;0;1715522356;
0;0;0;1;0;1715522363;
0;0;0;1;0;1715522371;
0;0;0;1;0;1715522381;
0;0;0;1;0;1715522390;
0;0;0;1;0;1715522398;
0;0;0;1;0;1715522408;
0;0;0;1;0;1715522415;
